PWK	C57	AJ	129	WSB	CAS	NZO	NOD
Lsm6	0.92	1.04	0.94	-0.14	0.99	0.96	0.98	0.93
Ipo5	0.75	1.04	1.03	-0.15	1.04	0.69	0.88	0.99
Scrib	0.8	1.04	0.98	0.01	0.86	0.92	0.85	1
Smarcc2	0.94	1.04	0.88	-0.22	1.03	1.06	0.88	0.95
Hmgb2	0.99	0.99	0.75	-0.14	0.95	0.98	0.9	0.92
Mink1	1.06	0.99	0.98	-0.07	0.84	1.01	0.76	1.17
Cd38	0.88	1.04	1.04	-0.14	1.06	1.05	0.76	0.97
Exoc5	0.99	0.99	0.97	-0.03	0.88	0.9	1	1.04
Tefm	1.04	0.99	1.04	0.1	0.98	1.17	1.01	1.03
Myl6	1.17	0.99	0.91	0.19	0.82	0.93	0.94	0.92
X4833439L19Rik	1.01	0.99	0.93	-0.06	0.95	1.09	0.96	0.93
Ca4	0.99	1.04	0.82	-0.28	1.04	0.99	0.78	1.07
Supt16	0.92	0.99	0.9	-0.06	0.98	1.05	0.95	1
Adprhl1	1.01	0.99	1.02	0	1.04	0.93	1.03	0.94
Arvcf	1.01	0.99	0.99	-0.01	0.99	1.07	0.9	0.99
Efr3a	1.11	1.04	1.04	-0.05	0.89	0.87	0.89	1.05
Cstf2	0.95	0.99	0.94	-0.15	1.03	1.11	0.85	0.96
Clic5	0.99	1.04	0.96	-0.01	1.05	0.99	1.04	1.02
Dock9	0.99	0.99	1.14	-0.01	1.04	1.01	0.84	0.95
Srrm2	0.9	0.99	0.96	-0.18	1.09	1.1	0.79	0.94
G3bp1	0.99	0.99	1.06	-0.08	0.95	0.93	1.05	0.99
Eef1d	1.06	0.99	1	-0.01	1	1.06	1.04	1
Caprin1	0.96	0.99	1.01	-0.07	0.96	0.91	0.96	0.99
Sec61b	0.98	0.99	1	-0.18	0.96	0.94	1	0.96
Serpine2	1.2	1.04	0.94	0.32	0.9	0.91	0.97	1.1
Opa1	1.05	0.99	1.05	-0.01	1	0.96	1.09	0.98
Csrp3	0.96	0.99	1.05	0.17	1.11	0.95	1.14	1.03
Hnrnpdl	0.92	1	0.87	-0.34	0.98	0.96	0.72	1.04
Fermt2	1.11	1	1.04	0.03	0.96	0.94	1.05	1.12
Nppa	0.98	1.04	1.04	-0.17	0.99	0.96	0.83	0.99
Khdrbs1	0.91	1.04	0.84	-0.24	1	1.08	0.85	0.95
Tmem201	0.92	1.04	0.87	-0.25	1	1.02	0.74	1
Hmgn2	0.81	1.04	0.81	-0.5	1.06	1.05	0.73	0.89
Chid1	1.01	1	1	0.08	0.98	1.06	0.89	1.01
Srpra	0.98	1	0.98	-0.13	1.01	1	0.88	1.01
Flii	0.99	1	0.97	-0.1	0.96	1.03	0.91	1.04
Srp14	1.02	1.04	1.08	-0.07	1.04	1.01	1.13	1.01
Ppp2r5c	0.97	1	0.97	-0.06	1.18	1.08	0.96	1.15
Eftud2	0.94	1.04	0.98	-0.17	1.02	1.08	0.91	1.01
Kctd12	1.05	1	1.03	-0.08	0.96	0.96	1.03	1.01
Hspa4l	0.94	1.04	0.88	-0.1	0.97	1.08	0.93	0.97
Arhgap10	1.04	1	0.97	0.19	0.9	0.91	1.05	1.01
Psmb1	1.03	1	1.03	-0.06	1.08	1.05	0.94	0.91
Gpi	1.15	1	0.83	0.16	0.88	0.84	0.97	1.51
Lyar	0.95	1.04	0.84	-0.24	1.05	1.03	0.82	0.9
Atxn2	0.97	1	0.97	-0.11	0.99	0.92	0.91	0.99
Pnn	0.91	1.04	0.88	-0.26	1.07	1.11	0.86	0.97
Dnajc15	1.14	1.04	1.14	-0.01	0.92	1.06	0.99	1.08
Ago2	0.96	1	1.04	-0.16	1.01	0.88	0.95	1.01
Hnrnpa2b1	0.92	1.04	0.86	-0.31	1.05	1.01	0.78	0.98
Son	0.98	1.04	0.99	-0.17	1.04	1.03	0.91	0.97
Snu13	0.9	1	0.89	-0.26	1.03	1.08	0.87	0.96
Nolc1	0.92	1	0.87	-0.28	0.99	1.06	0.85	0.92
Rpl12	0.97	1.04	1.03	-0.04	1.01	1	0.99	0.95
Etf1	1.09	1	1.15	0.14	1.01	1	1.07	1.01
U2af1	1.04	1	0.96	-0.03	1	0.97	0.89	1.1
Cald1.1	1.12	1.04	0.96	0	0.92	0.95	0.94	1.04
Endog	1.03	1	1.02	0.01	1.07	0.87	0.92	1.17
Stxbp3	1.08	1.04	1.07	0.16	0.86	1.01	1.39	0.93
Vps11	1.07	1	1.03	0.06	1.07	1.1	1.02	1.02
Tmem186	1.05	1	1.24	0.18	0.95	1.04	1.16	0.98
Mta2	0.95	1.04	1.02	-0.16	1.07	1.09	0.88	0.95
Rplp0	0.96	1.04	1.04	-0.04	1	0.99	1	0.96
Adcy6	1.07	1	1.03	0.07	1.01	0.95	0.96	1.05
Pam	1.13	1	1.07	-0.09	0.8	0.99	0.98	1.01
Prpf40a	0.97	1	0.86	-0.15	0.98	1.01	0.99	0.99
Ywhag	1	1.04	1.05	0.15	1.01	0.97	1.12	1.01
Morf4l1	0.96	1.04	0.92	-0.29	1.14	1.08	0.87	0.9
Twf2	0.92	1	1	-0.1	1.12	1.06	1.03	0.98
Zfp512	0.91	1.04	0.95	-0.17	0.98	1.04	0.83	0.89
Akap9	0.98	1.04	0.99	-0.11	1	1.02	0.81	1
Cacybp	1.12	1.04	1.05	0.19	1.04	1	1.08	0.98
Tardbp	0.93	1.04	0.84	-0.23	1.05	0.95	0.82	1
Kpna3	0.95	1	1.04	-0.17	0.96	1.05	1.04	0.95
Mtrex	0.9	1	1.04	-0.11	0.97	1.02	0.88	1.04
Celf1	0.87	1	0.91	-0.24	1.03	0.95	0.8	1
Ddx1	0.95	1	0.98	-0.1	1.04	0.95	0.94	0.97
Pqbp1	1	1	0.9	-0.32	0.95	1.09	0.79	0.95
Afg3l2	1.11	1	1.16	0.13	0.97	1.04	1.25	1.06
Mmrn2	0.9	1.04	0.98	0.25	0.98	0.76	0.97	0.93
Pds5a	0.95	1.04	1	-0.11	0.99	0.93	0.88	0.93
Ssfa2	1.08	1	1.14	0.05	0.79	1.04	0.9	1
Rpl26	0.97	1.04	1	-0.08	1.01	1.01	1.04	0.95
Nhp2	1	1	0.91	-0.29	0.98	0.98	0.84	0.87
Zmpste24	0.91	1	1.1	0.05	0.91	1.03	1.4	1.06
Tamm41	1.11	1.04	1.01	0.05	1.04	0.99	1	1.09
Polr2e	0.98	1.04	0.88	-0.15	1.1	1.15	0.93	0.95
Elob	0.96	1	1.01	-0.13	1.01	1.04	0.92	0.92
Wapl	0.92	1	1.11	-0.14	1.02	0.97	0.9	0.97
Rpl7a	0.98	1.04	1.02	-0.09	1.01	1.01	0.96	0.93
Parp12	0.74	1	0.97	-0.53	1	1.07	0.93	1.02
Nlrx1	1	1.04	1.1	0.03	0.92	1.04	0.97	1.01
Dpf2	0.88	1.04	0.86	-0.08	0.99	1.02	0.99	1.02
Nap1l1	1.12	1.04	1.15	-0.11	0.8	1.06	0.85	0.99
Tecrl	0.89	1.04	1.05	-0.14	1.01	0.99	0.89	1.03
Mtx1	0.97	1	1.12	0.06	1.05	1.04	1.05	0.98
Oxct1	1.06	1.04	0.96	0.17	0.92	0.9	1.08	0.98
Znf207	0.92	1	0.86	-0.15	1	0.96	0.85	0.99
Cirbp	0.97	1	0.94	-0.13	0.91	0.89	0.88	1.21
Phldb2	0.91	1.04	1.51	-0.32	1.21	1.31	0.9	0.94
Parl	1.02	1.04	1.19	0.02	1.02	0.99	1.04	1.08
Sec61a1	0.96	1.04	1.06	-0.13	1	1.01	0.85	1.08
Trim25	0.87	1	0.83	-0.05	0.94	0.94	0.97	1
Hist1h1a	0.93	1	0.78	-0.41	0.83	0.77	0.93	1.02
Shank3	1.05	1	0.95	0	0.88	1.05	0.98	0.96
Unc45b	0.98	1.04	1	-0.06	1.09	0.96	0.89	0.89
Pcbp2	0.93	1	0.98	-0.16	1.03	0.91	0.84	1
Khsrp	0.93	1	0.87	-0.16	1.02	0.94	0.8	1.04
Pacsin3	1.01	1.04	1.03	0	1.01	1.05	1.04	1.02
Emc7	1.04	1.04	1.01	0.05	1.04	1	1.04	0.99
Ilf3	0.94	1	0.86	-0.23	1.02	1.01	0.86	0.97
Mtor	1.01	1	0.96	0.09	0.94	1.09	1.11	1.04
Fxr1	1.02	1	1	-0.05	0.98	0.96	0.98	1.01
Mlf1	0.91	1.04	1.05	0.01	1.05	1.03	0.98	1
Plekha6	0.91	1.04	0.99	-0.22	1.06	1.06	0.83	0.97
Cavin2	1.01	1.04	0.94	-0.15	0.93	0.87	0.86	1
Rps11	0.98	1	1.04	-0.13	0.95	0.89	0.98	1
Sept4	1	1	0.9	-0.04	0.99	0.92	0.83	0.97
Rae1	0.96	1	0.97	-0.13	1.03	1.07	0.87	0.95
Rad23b	0.96	1.04	0.98	-0.15	0.98	1	0.97	0.98
Fgf2	0.95	1	0.82	-0.4	1.08	0.92	0.76	0.95
Tmem205	0.95	1.04	1.07	0.08	1.03	1.07	1.05	1.03
Bnip1	1.09	1.04	1.13	-0.07	1	1.2	1.07	0.97
Stag2	0.95	1.04	0.93	-0.08	1.04	1.01	0.88	0.91
Rpsa	1	1	1.06	-0.06	0.96	0.9	1.05	1.02
Hnrnpf	0.9	1	0.89	-0.27	0.97	0.95	0.9	0.99
Eef1e1	0.99	1	0.98	-0.13	1.13	1.02	0.93	0.8
Stag1	0.94	1	0.97	-0.27	1.06	1.08	0.86	0.98
Rpl18a	0.99	1.04	1.03	-0.06	1.05	1.02	1	0.97
Pmpca	0.99	1.04	1.15	-0.13	0.91	0.92	1.14	1.01
Eef1a2	0.99	1	0.9	-0.08	1.03	1.04	0.84	0.99
Ctnnbl1	0.97	1.04	0.91	-0.06	1.03	1.08	0.95	0.88
Hmgn3	0.94	1	0.87	-0.32	0.88	1.12	0.84	0.96
Sfpq	0.93	1.04	0.83	-0.25	1	1.01	0.85	0.99
Sgpl1	1.12	1.04	1.03	0.05	1.01	1.03	1.03	0.99
Cops4	0.94	1.04	1.13	0.16	0.92	1.05	0.95	0.94
Prpf6	0.94	1	0.91	-0.17	0.96	1.09	0.97	1.04
Ppp1r12c	0.98	1	1.03	-0.21	1.01	1.14	0.89	1
Brd1	0.79	1.04	0.88	-0.17	1.04	1.11	0.78	1.09
Snrnp200	0.93	1.04	0.93	-0.19	1	1.07	0.93	1.01
Nebl.3	0.77	1.04	0.97	0.11	1.03	0.98	1.05	1.08
Ppp1r12b	0.92	1	1.02	-0.1	1.11	1.02	0.94	0.96
Sbk2	0.97	1.04	1.43	-0.12	1.1	0.93	0.82	0.94
Rpl6	0.98	1.04	0.99	-0.09	1.01	0.99	0.96	0.94
Dnajb5	0.88	1.04	0.95	-0.1	1.08	1.04	0.92	1.03
Eny2	0.86	1.04	0.91	-0.19	1.1	1.11	0.86	0.96
Hnrnpc	0.91	1.04	0.84	-0.28	1.05	1.02	0.84	0.97
Pafah1b1	0.9	1.04	0.98	-0.11	1.04	1.02	1.03	0.94
Ucp3	1.09	1.04	1.06	0.02	1.14	0.86	0.9	1.02
Exoc1	0.95	1.04	1	0.09	0.96	0.98	1.01	1.08
Pi4ka	1.08	1.04	1.06	-0.05	0.99	0.98	0.95	0.97
Hist1h4a	0.92	1.04	0.8	-0.3	1	1.02	0.86	0.95
Slmap	1.1	1.04	1.37	0.41	1.09	0.98	2.22	0.84
Tufm	1.44	1	1.1	0.23	0.94	1.17	0.83	1.33
Mrrf	0.99	1.04	0.94	-0.05	1.02	1.17	0.92	1.03
Rbm25	0.96	1.04	0.91	-0.24	0.99	1.11	0.92	0.98
Nup88	0.89	1.04	0.94	-0.24	1.02	1.14	0.8	0.95
Pecr	1.09	1.04	1.13	0.17	1.04	0.81	0.85	1.11
Rtcb	0.96	1	0.95	-0.12	1.02	0.96	0.91	0.98
Tcof1	0.86	1	0.86	-0.33	1.05	1.07	0.77	0.89
Rpl29	0.98	1.04	1.05	-0.11	1.03	1.04	0.99	0.94
Ppp1ca	1	1.03	0.88	-0.12	1.09	0.99	0.85	1.01
Fyttd1	0.91	1.03	0.9	-0.28	1.01	1.08	0.86	0.94
Rpl24	0.99	1.03	0.94	-0.1	1.04	0.98	0.98	0.97
Obsl1.1	1.03	1	1.05	-0.05	1.01	0.94	0.85	1.05
Chmp1a	1.06	1	0.96	0.35	0.86	0.84	1.09	0.95
Sugp2	0.99	1	0.92	-0.08	1.12	1.03	0.83	0.95
Rpl36a	0.97	1.03	0.97	-0.1	1.01	1.01	0.89	0.94
Nufip2	1	1.03	1.07	-0.15	0.97	0.92	1.06	0.97
Dnajc13	0.95	1	0.87	0.09	0.95	1.01	0.94	0.95
Rpl8	0.97	1.03	0.99	-0.09	1.03	0.99	0.97	0.97
Fau	0.98	1	1.05	-0.23	0.96	0.9	1	0.98
Atad3	1.04	1	1.01	-0.07	0.95	1.01	0.94	1.1
Ppib	0.97	1	0.93	-0.07	0.94	1.01	0.94	1.07
Fam98b	0.89	1.03	0.86	-0.05	1.03	0.96	1.07	0.91
Supt5h	0.96	1.03	0.87	-0.08	0.97	1.1	0.85	0.97
Dctn6	0.94	1	1.22	-0.07	1.05	1.04	1.12	0.98
Eif3l	0.96	1	1.02	-0.05	0.96	0.9	1.06	1.01
Tmx2	1.04	1.03	1.06	0.04	1.1	1.1	0.88	1.08
Tcaim	1.08	1.03	1.05	0	1.02	0.98	0.88	1.16
Trdn	0.97	1.03	0.99	-0.13	1.01	1.2	0.88	0.92
Trim63	1.1	1.03	1.05	-0.11	1	0.86	1.04	1.14
Supv3l1	1.08	1.03	0.96	0.05	1.07	1.12	0.89	1.11
Srsf4	1.03	1	0.92	-0.32	0.79	0.78	1.08	0.96
Mmaa	1	1.03	0.84	0.07	1.05	0.9	1.06	0.84
Svil	0.9	1.03	1	-0.08	1.06	0.99	0.86	0.99
Rps27	0.96	1	1.12	-0.13	0.98	0.97	1.04	0.97
Hnrnpab	0.89	1	0.8	-0.33	1.04	1	0.77	0.95
Nfix.1	0.95	1.03	0.89	-0.15	0.97	1.04	0.89	0.93
Thy1	0.99	1	0.92	-0.1	0.98	0.97	0.94	0.9
Dkc1	0.88	1.03	0.86	-0.31	1	1.02	0.83	0.94
Hnrnpu	0.89	1.03	0.84	-0.32	1.04	0.98	0.79	0.99
Scaf1	0.93	1.03	0.89	-0.15	1.05	1.12	0.87	1.03
Dock6	1.01	1	1.07	-0.02	1.09	0.98	0.86	1
Cdkn2aip	0.8	1	0.95	-0.34	1.06	0.98	0.77	0.95
Armc1	1	1	1.15	0.12	1.02	0.98	1.16	1.04
Rpl4	0.97	1.03	1	-0.07	1.02	0.98	0.97	0.94
Cyfip1	1.07	1	0.96	0.04	1.02	1.03	0.96	1.08
Sept9	1	1	0.85	-0.04	0.94	0.93	0.89	1.01
Psmc3	0.96	1	1	-0.15	1.08	1.02	0.99	0.88
Magoh	0.89	1.03	0.84	-0.27	1.03	0.98	0.95	0.98
Acacb	1.04	1	1.1	-0.12	1.06	1.01	0.9	0.96
Rpl17	0.99	1.03	0.98	-0.11	1.02	1	0.94	0.94
Col15a1	1.01	1.03	0.95	-0.06	0.94	0.75	0.95	0.88
Dnajc10	1	1	0.85	0.09	0.99	0.99	0.99	1.03
Smarcb1	0.9	1.03	0.85	-0.16	0.97	1.05	0.89	0.9
Senp7	0.9	1	1.06	-0.17	0.95	1.02	0.81	0.92
Map4k5	0.88	1.03	0.91	0.08	1.15	0.98	0.9	1.05
Cfl2	0.93	1	1.04	0.17	1.12	1.07	1.23	0.81
Col3a1	1.01	1	0.96	-0.17	0.76	0.69	0.6	1.14
Cavin3	1.02	1	1.01	-0.15	0.85	0.93	1.1	1
Tjp1	1.03	1	0.98	-0.14	0.98	0.94	0.94	1.04
Gatad2b	0.96	1.03	0.9	-0.08	1.03	1.05	0.85	0.98
Erc1	1.06	1	0.94	-0.01	0.99	0.96	0.96	1.09
Wdr1	1	1.03	0.99	0.08	0.99	1.03	1.05	0.95
Cluh	1.17	1	1.1	0.05	0.93	0.94	1.2	1.07
Rsl1d1	0.87	1.03	0.93	-0.17	1.03	1.07	0.9	0.98
Rpl23	0.95	1.03	1.01	-0.08	1.01	0.98	0.98	0.95
Naca	0.96	1	0.98	-0.15	1.03	1.03	0.91	0.96
Arhgap26	1.06	1.03	1.09	-0.14	1.01	1.01	0.84	0.98
Serpinb6a	0.9	1.03	0.81	-0.05	1.04	0.96	1.11	0.71
Rbm22	0.95	1.03	0.86	-0.16	0.96	1.02	0.89	0.97
Agps	1.01	1.03	1.17	0	1.01	0.94	0.9	1.03
Cenpa	0.93	1	0.95	-0.44	0.92	0.96	0.76	1.03
Rftn1	1.02	1.03	1	-0.1	0.9	0.87	0.93	1.02
Hnrnph1	0.98	1	0.92	-0.2	1	0.95	0.88	1
Rprd2	0.86	1	0.88	-0.15	1	0.92	1.01	0.99
Adssl1	1.15	1	0.99	0.04	0.93	0.89	0.86	1.16
Tjp2	1.04	1	0.96	-0.11	0.89	0.98	0.95	1.07
Rpl27a	0.98	1.03	1.01	-0.05	1	0.99	0.96	0.94
Prkar2a	0.92	1	1.09	-0.03	1.03	0.89	1.11	0.92
Phf2	0.97	1.03	0.91	-0.18	1	1.13	0.86	0.96
Atp13a1	0.98	1	0.99	0.12	0.98	1.01	0.87	1.04
Homer2	1.07	1	0.98	0.13	1.09	1.03	1	0.96
Srp54	1.05	1	1.03	-0.06	0.96	0.97	1.04	1.08
Hmgn5	0.81	1.03	0.7	-0.48	1.06	0.97	0.65	0.87
Eif3e	0.97	1	1	0	0.95	0.86	1.05	1.01
Hip1	1.11	1.03	1.07	0.11	1.01	1.02	0.82	1.02
Loxl1	1.3	1	0.99	0.13	0.87	0.9	0.7	1.16
Rpl28	0.99	1.03	0.97	-0.11	1.02	1.01	0.97	0.97
Rps9	0.97	1.03	1.01	-0.11	0.99	0.91	1.03	0.99
Sf3b2	0.95	1.03	0.93	-0.17	1.01	1.08	0.96	1
Timm21	1.07	1	1.16	-0.1	0.99	1.13	1.06	1.05
Rdh13	1.15	1	1.08	0.05	1.03	1.1	1.05	1.07
Nat10	0.95	1.03	0.85	-0.01	0.93	1.11	0.96	0.92
Tubgcp2	0.98	1.03	0.94	-0.09	1.03	1.06	0.9	0.95
Hdgf	0.88	1.01	0.88	-0.29	1	0.92	0.77	0.88
Top1	0.91	1.01	0.84	-0.2	1.01	1.07	0.87	0.91
Hnrnpr	0.93	1.01	0.87	-0.19	1.03	0.98	0.84	1.02
Edf1	0.98	1.01	0.95	-0.16	1.04	0.97	0.91	0.97
Hnrnpa3	0.96	1.03	0.95	-0.22	1.06	1.02	0.88	0.99
Ppp1r12a	0.98	1.01	0.97	-0.14	1	1.03	1	1.02
Snrnp40	1.01	1.03	1.01	-0.18	1	1.14	0.91	0.96
Sspn	0.9	1.03	1.12	0.07	0.96	1.06	1.13	0.98
Tpr	0.93	1.03	0.87	-0.23	1.03	1.12	0.88	0.94
Limd1	0.97	1.01	0.99	-0.01	0.91	1.06	1.14	0.91
Mterf2	1.05	1.01	1.12	0.12	1.22	1.03	0.76	1.03
Gm20498	1.05	1.01	1.07	0.11	1.02	1.02	1.2	1.02
Xrn2	0.86	1.01	0.9	-0.25	0.93	1	0.88	0.89
Fam120c	0.94	1.01	0.87	-0.06	1.04	0.93	0.87	0.95
Lima1	1.03	1.01	0.84	-0.12	1.04	1.05	0.94	0.98
Rps29	0.96	1.01	1.12	-0.13	0.97	0.91	1.07	0.94
Mtus1	0.99	1.01	0.87	-0.18	0.88	0.92	0.93	0.96
Api5	0.92	1.03	0.94	-0.29	1.04	1.06	0.84	0.95
Lmf2	0.96	1.03	1.1	-0.05	0.84	1.05	0.77	0.93
Ppp1cb	0.86	1.01	1.03	-0.17	1.1	1	0.88	0.94
Pcnt	1	1.01	0.96	-0.06	1	1	0.82	1.02
Ctnnb1	0.93	1.01	0.99	-0.11	1.15	1.17	0.93	0.94
Mapre1	1.17	1.03	1.09	0.08	1	1.03	1.17	1.01
Emc10	1.05	1.01	1.01	-0.04	1.03	1	0.95	0.84
Ppfibp1	0.98	1.03	0.94	-0.1	0.94	1.01	0.94	0.95
Cct3	0.98	1.01	0.94	-0.11	0.93	0.91	1.06	0.97
Gnas	1.03	1.01	1.17	0	0.97	0.87	1.1	1.01
Rpl5	0.98	1.03	0.96	-0.11	1.02	0.98	0.92	0.98
Rab18	0.99	1.01	1.08	-0.03	1.04	1.02	1.36	0.84
Zfp37	1.05	1.01	0.9	-0.02	1.18	1.22	0.91	1.1
Samm50	0.98	1.01	1.04	0	1	1.04	0.97	1.01
Fyb1	1.11	1.01	0.91	0.35	0.64	0.96	0.76	1.04
Prob1	0.98	1.03	1.02	-0.08	1.02	0.88	0.97	0.95
Cdh2	0.95	1.03	1.05	-0.1	1.15	1.1	1.05	0.91
Arhgef17	0.88	1.03	0.73	0.16	0.93	0.92	0.87	1.32
Parp1	0.91	1.01	0.83	-0.33	1.03	1.12	0.75	0.89
X2310022A10Rik	0.92	1.03	0.9	-0.24	1.04	1.07	0.86	0.96
Rps26	0.94	1.03	1.03	-0.03	1.01	0.89	1.06	0.98
Ptbp2	0.89	1.01	0.87	-0.27	1.06	0.95	0.88	0.94
Metap1	0.97	1.03	0.93	-0.02	1.07	1.04	0.88	1.06
Tnxb	1.06	1.01	1	0.03	0.87	0.92	0.93	1.03
Lsm12	1.01	1.03	0.95	-0.35	1.05	0.84	0.96	0.98
Mrpl11	1.15	1.03	1.24	0.02	0.83	1.14	0.97	1
Rps12.ps3	0.99	1.03	1	-0.16	0.96	0.93	0.96	1.01
Macf1	0.99	1.01	0.97	-0.09	1.01	0.98	0.87	0.99
Spcs2	0.81	1.03	1.08	-0.15	1.08	1.02	0.81	1
Fip1l1	1	1.01	0.91	-0.2	0.89	1.06	0.87	1.03
Phldb1	1.03	1.01	0.97	-0.14	1.14	1.02	0.91	0.93
Lsmem1	0.89	1.03	1.02	0.27	0.95	0.8	1.11	1.09
Mrpl50	1.11	1.03	1.16	0.21	1.05	0.94	1.25	1.04
Eif3f	1	1.03	1.06	-0.06	1.03	0.89	1.17	1.09
Exoc7	1.11	1.01	1.01	-0.04	1.11	1	0.84	0.94
Cpsf7	0.97	1.03	0.92	-0.16	0.98	0.99	0.86	1.02
Use1	0.99	1.03	1.05	0.05	0.99	1.04	1.02	1.01
Uqcc2	1.08	1.03	1.06	0.06	1.01	1.22	0.95	1.01
Mff	1.05	1.01	1.23	0.02	0.96	1.03	1.22	0.95
Rps8	0.98	1.03	1.03	-0.14	0.98	0.92	0.98	0.99
Lpgat1	0.92	1.03	1.07	0.07	1.06	1.04	1.03	0.96
Tfam	1.05	1.01	0.98	-0.01	1	1.22	0.98	1.02
Nifk	0.96	1.01	0.88	-0.23	1.04	1.31	1	0.91
Chchd7	0.96	1.01	0.92	-0.04	1.12	1.16	0.84	0.91
Filip1	0.92	1.03	1	-0.24	1.09	1.01	0.96	0.94
Myo18a.2	0.99	1.01	0.96	-0.06	1.06	1.02	0.86	0.98
Zc3h18	0.96	1.01	0.87	-0.17	0.99	1.03	0.93	0.98
Mogs	1.27	1.01	1.07	0.11	1.01	1.06	0.92	1.03
Rbbp5	0.96	1.01	0.64	-0.32	0.85	1.12	0.81	0.92
Sorbs2.3	1.01	1.01	1.06	0.01	1.09	1.11	1.16	0.94
Leng1	1	1.01	1.05	-0.19	1.04	0.91	0.88	0.89
Lims1	0.99	1.03	0.94	-0.04	0.95	1.06	0.87	1.08
Rpl10	0.97	1.03	0.94	-0.06	1	0.97	0.96	0.97
Arpc3	1.13	1.03	1.06	0.25	1.01	0.88	1.11	0.97
Myo1b	0.99	1.03	0.91	0.03	0.98	0.98	0.94	1.03
Casp8ap2	0.7	1.01	1.2	-0.4	1.07	1.19	1.13	1.09
Arpc2	1.14	1.01	1.04	0.29	0.97	0.9	1.16	0.98
Znf706	0.91	1.01	0.96	-0.21	0.97	1.04	0.84	0.95
Cd2ap	1.01	1.01	0.9	-0.04	0.98	1.03	0.93	1.02
Rab12	1.1	1.03	1.17	0.05	1.04	1.01	1.19	1.04
Zc3h14	1.03	1.03	0.92	-0.02	1.01	1.15	0.84	0.95
Top2b	0.98	1.01	0.96	-0.03	1.02	1.07	0.95	0.91
Card19	0.96	1.03	0.91	0.01	1	0.99	0.94	1.01
Gstm1	0.85	1.03	0.92	0.11	1.08	1.13	0.92	0.9
Pabpn1	0.93	1.01	0.81	-0.34	0.99	0.96	0.75	0.98
Acadm	1.31	1.01	1.02	0.18	0.79	0.8	0.83	1.17
Cpt2	1.3	1.03	1.18	0.55	1.07	0.84	0.84	1.1
Uqcr10	1.14	1.01	1.6	0.63	1.04	0.82	2.16	0.85
Eif3i	1.06	1.03	1.02	-0.06	0.95	0.88	1.07	1.01
Stt3a	1.03	1.01	1.02	0.1	1.02	0.97	1	1
NA..5	0.97	1.01	1.07	0.01	1.04	0.98	1.18	1
Zfr	0.93	1.03	0.86	-0.28	1.03	1.05	0.82	1
Lars	0.96	1.01	0.99	-0.03	1.01	0.99	0.93	0.9
Flot2	1	1.01	1	-0.04	1.04	0.97	1.02	1.1
Dctn5	0.91	1.01	0.87	-0.17	1.12	1.01	0.95	0.82
Uaca	0.98	1.01	0.98	0.04	0.99	0.9	0.95	0.96
Rpl10a	0.95	1.03	1.03	-0.08	1	1	1.01	0.96
Fn3k	1.04	1.03	1.02	0.14	1.13	0.98	0.94	0.94
Huwe1	1.2	1.01	1.14	-0.22	0.91	0.94	0.95	1.07
Prelp	1.01	1.01	1.01	-0.02	0.83	0.82	0.97	1.02
Psmd14	0.94	1.03	1.09	-0.01	1.24	0.97	1.07	0.95
Ywhah	1.05	1.01	0.99	0.23	0.89	0.96	1.04	1.05
Champ1	0.91	1.01	0.86	-0.1	1.01	1.15	0.72	1.02
Cct8	0.99	1.03	0.94	-0.15	0.91	0.9	1.13	0.96
Denr	1.07	1.01	0.9	0.11	1.08	0.86	0.83	1
Caskin2	1.04	1.03	0.98	-0.1	1.03	0.94	0.79	1.04
Col1a1	1.04	1.01	0.95	-0.04	0.78	0.8	0.63	1.2
Acox1	1.17	1.01	1.14	0.37	1.12	0.89	1.05	0.99
Baz1b	0.79	1.03	1	-0.28	0.97	1.04	0.8	0.98
Cdk5rap3	0.96	1.03	1.05	0	0.97	0.93	1.05	0.96
Vcan	1.07	1.03	0.99	-0.03	0.91	1.05	0.9	1.01
Ctnna1	0.93	1.01	0.99	-0.13	1.13	1.12	0.93	0.92
Rab35	1.01	1.03	1.01	0	0.9	0.9	1.04	1.08
Tmed4	1.06	1.03	1.19	0.06	1.05	1.01	1.4	0.99
Lman2	1.05	1.01	1.1	-0.03	0.89	0.97	1.39	1.09
Rbmx	0.96	1.03	0.85	-0.26	1.03	1.06	0.86	0.99
Thrap3	0.94	1.03	0.93	-0.29	0.9	1.02	1.06	1.04
Plin1	0.84	1.03	1.03	-0.54	1.2	1.02	0.87	0.95
Ccar1	0.99	1.01	0.91	-0.22	1.03	1.09	0.9	0.98
Psmd7	1.02	1.01	0.97	-0.17	1.12	0.93	1.1	0.91
Hist2h2aa1	0.9	1.03	0.81	-0.64	0.81	1.28	0.56	0.79
Mcur1	1.22	1.01	1.29	0.33	0.89	0.89	1.47	0.95
Ssrp1	0.96	1.03	0.95	-0.18	1.01	1.1	0.91	0.99
Gtpbp4	0.89	1.01	0.88	-0.1	1.06	1.11	0.88	1.01
Sumo2	0.89	1.03	0.85	-0.15	1.14	1.03	0.79	0.92
Myadm	1	1.03	0.86	-0.1	1	0.91	0.9	0.93
Eif3b	0.98	1.03	1.02	0.04	0.98	0.95	1.01	1.02
Coro1a	1.17	1.03	1.01	0.33	0.77	1.02	0.98	1.06
Ubap2	0.91	1.01	0.87	-0.26	1.02	0.88	0.9	1.04
